Date,Price,Market Cap,Volume,Active Addresses,Daily Transactions,Twitter Followers,Weekly Commits Core,Weekly Commits Sub,Weekly Devs Core,Weekly Devs Sub,Total Value Locked,Price Bitcoin
2021-03-15,1866.071545,215367930758,26379565439,520631,1308077,796511,5088,43366,580,2544,44540556820,59428.96757
2021-03-16,1791.047852,207264868909,32950345873,517616,1295076,799177,5088,43366,580,2544,42578479616,55805.32925
2021-03-17,1808.551217,207059072435,30686971237,502427,1258253,802411,5088,43366,580,2544,42886953394,56830.25334
2021-03-18,1828.754833,210150824168,30744899541,528096,1286329,805959,5088,43366,580,2544,43058683124,59014.92563
2021-03-19,1780.159646,205022936621,29651777828,529372,1278925,809407,5088,43366,580,2544,43914855108,57922.40959
2021-03-20,1817.132963,209188785174,27345983317,514783,1250752,813552,5088,43366,580,2544,44724499873,58243.27061
2021-03-21,1817.860143,209455699203,29495472699,500632,1193935,819369,5543,48864,578,2566,46034395975,58376.15847
2021-03-22,1790.378075,206013222508,29228757710,505900,1292879,823989,5543,48864,578,2566,44248715626,57573.53934
2021-03-23,1686.891197,195434685367,31376731220,535087,1285393,827129,5543,48864,578,2566,44155546811,54370.13756
2021-03-24,1673.859184,192388701720,28758919428,532164,1294181,831576,5543,48864,578,2566,42440288936,54584.86995
2021-03-25,1581.631056,183005042940,38413713634,557821,1335772,835365,5543,48864,578,2566,42356742446,52526.8666
2021-03-26,1587.297964,182810172114,26325124558,524212,1252842,837914,5543,48864,578,2566,40561359860,51416.9083
2021-03-27,1700.366869,195511706253,24804294374,505358,1217645,841335,5543,48864,578,2566,42228835467,55033.10048
2021-03-28,1713.837876,197943394050,21118379280,489112,1197938,844707,4773,45415,545,2498,42623361896,55832.41811
2021-03-29,1689.036798,194647792270,19859272132,510962,1256264,844814,4773,45415,545,2498,42811261212,55728.10133
2021-03-30,1817.626388,209088522652,32618518752,518865,1286746,846276,4773,45415,545,2498,45204685890,57634.92869
2021-03-31,1840.294952,212080597430,28496809578,537382,1337069,849771,4773,45415,545,2498,47249037607,58668.62834
2021-04-01,1915.832536,221210690538,28955571444,585083,1352891,854155,4773,45415,545,2498,47319707202,58817.37389
2021-04-02,1970.4712,227187483749,32076778812,593328,1344619,857761,4773,45415,545,2498,48536060493,58801.19484
2021-04-03,2134.101788,246446284274,35467665331,541741,1278820,863139,4773,45415,545,2498,50926555531,59060.02678
2021-04-04,2016.667247,233519912235,34872897877,506280,1184442,867168,5132,43825,519,2463,56027278718,57060.40665
2021-04-05,2077.755212,239721240194,26817722961,525960,1282009,870234,5132,43825,519,2463,56539685937,58228.80262
2021-04-06,2097.796383,242118495325,30867393926,552537,1320283,874750,5132,43825,519,2463,57338712135,58706.81559
2021-04-07,2115.055452,244306254505,33391498273,532374,1297212,879315,5132,43825,519,2463,58021257879,58062.17872
2021-04-08,1989.148062,229324263726,39604003544,532515,1271190,881638,5132,43825,519,2463,53992245831,56134.41739
2021-04-09,2081.354063,240116470865,27145394978,522540,1286815,886315,5132,43825,519,2463,55572776057,58065.64402
2021-04-10,2069.667796,238825167326,25076796421,573671,1301873,889044,5132,43825,519,2463,56567181744,58152.99326
2021-04-11,2142.796065,246336623343,32243242818,536268,1245399,893447,5080,46836,546,2556,57815856976,59979.39282
2021-04-12,2150.265143,247431817683,25369863410,562723,1334306,896705,5080,46836,546,2556,57402492662,59988.02096
2021-04-13,2142.476276,247289165411,29096213678,563607,1336426,901212,5080,46836,546,2556,58095002372,59911.02059
2021-04-14,2304.343516,265314823430,35760747636,591910,1370804,908438,5080,46836,546,2556,60096124486,63576.67604
2021-04-15,2429.661528,281118122172,43351853140,512941,1183162,914049,5080,46836,546,2556,63076489986,62807.12323
2021-04-16,2514.168416,290591950682,37106765660,611534,1410758,923417,5080,46836,546,2556,64770825216,63179.77245
2021-04-17,2424.553845,280617563099,43982805218,632079,1436219,927628,5080,46836,546,2556,64876448998,61497.29957
2021-04-18,2345.266963,271060261617,35627176092,595403,1376652,935788,5225,48269,576,2496,65041178208,60273.86668
2021-04-19,2245.760753,259329079995,61890227352,643529,463776,941716,5225,48269,576,2496,59868511948,56288.94534
2021-04-20,2168.032727,251090482815,40335730705,684957,1493872,946192,5225,48269,576,2496,60571776494,55721.16605
2021-04-21,2324.284687,269456185695,44737302424,699957,1500721,952902,5225,48269,576,2496,60850742748,56294.72856
2021-04-22,2373.501344,274296843910,43726884252,690805,1514536,957314,5225,48269,576,2496,61468118118,54190.07026
2021-04-23,2426.07115,280712855517,63343308067,645286,1476463,962860,5225,48269,576,2496,63754144982,51965.56643
2021-04-24,2364.231204,273323480800,69126869462,664144,1341542,967434,5225,48269,576,2496,59707990740,51191.1247
2021-04-25,2212.843798,258340689900,35640594314,674666,1345532,972200,5658,48734,557,2540,57857072256,50133.1074
2021-04-26,2307.355321,266776799158,36744402577,656270,1403847,975790,5658,48734,557,2540,59504078233,48981.44139
2021-04-27,2532.386803,292829223558,42791797037,655097,1399743,980878,5658,48734,557,2540,65069255241,53978.80555
2021-04-28,2647.15819,306136280873,37611597878,643459,1463551,987392,5658,48734,557,2540,67268708921,54991.81484
2021-04-29,2748.784585,317353332381,42878743228,650123,1511659,992970,5658,48734,557,2540,69979647558,54810.61385
2021-04-30,2757.497552,318971242361,38536865198,618457,1423341,998835,5658,48734,557,2540,68039547834,53596.70402
2021-05-01,2776.703712,321155845972,35477884579,666814,1408994,1002958,5658,48734,557,2540,69057432664,57828.51181
2021-05-02,2944.916947,340730211564,36721647718,628721,1397815,1010217,5523,52851,547,2570,71268602341,57812.96916
2021-05-03,2953.297348,341953594507,35727432416,667352,1468646,1022549,5523,52851,547,2570,71671548186,56600.74529
2021-05-04,3439.85507,398258027094,64192650586,693526,1514338,1032816,5523,52851,547,2570,76977688336,57200.3003
2021-05-05,3245.663149,380565712270,78437235046,704379,1500305,1044652,5523,52851,547,2570,77863340844,53464.37022
2021-05-06,3524.562728,409191426696,63552342594,683935,1514602,1054593,5523,52851,547,2570,78224038278,57432.10023
2021-05-07,3495.075869,405355930466,50430169753,665976,1510878,1061753,5523,52851,547,2570,79745468502,56507.75944
2021-05-08,3493.5345,404284565610,44980768421,751094,1688643,1073321,5523,52851,547,2570,79981997531,57361.56904
2021-05-09,3912.742917,450716254203,60174921874,791717,1696105,1083186,5654,52101,579,2574,82482512717,58771.88169
2021-05-10,3932.754068,455448294001,61625657297,759348,1693387,1097746,5654,52101,579,2574,84546892644,58213.92629
2021-05-11,3979.608652,461040789541,80827215918,778907,1693661,1108643,5654,52101,579,2574,84881326331,55901.66759
2021-05-12,4182.790286,481380994613,67869198116,730111,1596361,1121222,5654,52101,579,2574,85524304886,56928.97236
2021-05-13,3906.108903,465647015109,78772032255,764925,1564885,1142428,5654,52101,579,2574,86090923800,50004.76218
2021-05-14,3750.341595,431105320829,97383442023,724249,1512050,1152137,5654,52101,579,2574,80478230893,49972.7954
2021-05-15,4088.731708,473724804235,63587729060,691658,1453585,1164290,5654,52101,579,2574,83464787266,49913.26314
2021-05-16,3659.921844,425715131137,58150860876,657227,1403504,1176632,5337,46754,555,2586,80153989646,46780.9023
2021-05-17,3602.004897,414265118100,67531308124,642054,1423809,1190670,5337,46754,555,2586,78487930186,46585.06414
2021-05-18,3288.229887,381161976478,75100584776,611866,1403441,1196904,5337,46754,555,2586,75802205861,43780.8256
2021-05-19,3399.04928,390227141901,59160464538,612933,1432309,1208746,5337,46754,555,2586,73093229988,43091.04145
2021-05-20,2505.014946,295232973802,117905041184,652897,1436313,1222716,5337,46754,555,2586,61866158950,37287.3914
2021-05-21,2778.279661,322162621075,92538167828,588667,1344588,1232750,5337,46754,555,2586,61273364055,40437.7301
2021-05-22,2419.103217,279623071719,115000901892,564332,1263211,1238286,5337,46754,555,2586,59476505890,37339.6342
2021-05-23,2306.371267,268503273693,102524751568,514670,1237216,1247585,4648,44360,558,2654,53611229206,37520.31768
2021-05-24,2120.037375,244070264761,77839858614,547370,1287318,1256604,4648,44360,558,2654,50663263100,34977.5278
2021-05-25,2640.159632,306046123108,73496058831,548786,1269169,1263173,4648,44360,558,2654,56367434595,38642.4423
2021-05-26,2695.477807,312566215517,92468701274,563611,1306454,1268616,4648,44360,558,2654,57756074553,38210.80522
2021-05-27,2882.483408,334435114557,53115222705,582498,1271328,1275932,4648,44360,558,2654,62549729167,39406.93424
2021-05-28,2742.990863,319404492003,44070236220,537344,1283655,1280261,4648,44360,558,2654,61382389719,38642.89555
2021-05-29,2433.328866,282228507935,49493519120,586696,1274290,1285281,4648,44360,558,2654,56522242252,35710.22094
2021-05-30,2294.626286,268672927561,47141249182,587651,1261661,1288643,4688,46268,598,2612,57897809907,34775.07941
2021-05-31,2395.853228,278270782654,37392021394,582604,1277152,1292855,4688,46268,598,2612,60711223944,35714.75202
2021-06-01,2708.429866,314463232387,44445830388,562411,1254806,1298086,4688,46268,598,2612,62759089763,37340.67927
2021-06-02,2632.6566,306488816882,39898648753,548956,1295316,1305937,4688,46268,598,2612,64509417684,36680.0682
2021-06-03,2717.154037,315313344229,39148856525,590028,1323193,1310953,4688,46268,598,2612,67615164409,37685.71798
2021-06-04,2858.276702,333964598115,38104663185,564519,1289564,1320099,4688,46268,598,2612,68198001803,39151.31618
2021-06-05,2694.497667,312991097367,39996583175,539711,1166041,1331398,4688,46268,598,2612,65515018781,36938.72031
2021-06-06,2624.768915,302743417252,34731979705,525135,1124790,1337115,4523,43991,571,2734,66581492119,35546.98596
2021-06-07,2711.547939,315044778229,29050162249,520287,1214272,1344051,4523,43991,571,2734,67067423517,35834.47447
2021-06-08,2580.53558,299857516850,37385872210,484404,1201922,1348468,4523,43991,571,2734,67203325964,33451.38341
2021-06-09,2528.022301,294068580259,48344195674,487371,1173136,1351220,4523,43991,571,2734,62951665536,33557.15068
2021-06-10,2620.625389,304761367058,43973432438,489549,1173719,1353586,4523,43991,571,2734,64155413567,37553.64376
2021-06-11,2486.600069,289444120869,33075957437,469876,1168738,1356994,4523,43991,571,2734,62468751792,36903.30491
2021-06-12,2356.634774,272748408238,26751786966,469099,1114953,1359765,4523,43991,571,2734,61172453597,37289.43252
2021-06-13,2379.991748,278223731471,28235882062,505146,1110597,1362822,5372,45151,589,2748,61215848883,35666.14978
2021-06-14,2517.771696,292767118262,29382118964,502459,1175222,1365285,5372,45151,589,2748,63042493412,39147.70568
2021-06-15,2587.381611,300405113218,28128172338,500771,1210180,1368710,5372,45151,589,2748,64591634565,40624.51305
2021-06-16,2561.188331,298324322330,26803957680,493276,1186763,1371514,5372,45151,589,2748,64830615793,40378.20255
2021-06-17,2365.872786,274666655405,26150320395,479384,1206001,1374767,5372,45151,589,2748,62358868193,38321.45466
2021-06-18,2380.74452,275415199642,25708624827,460867,1155752,1377772,5372,45151,589,2748,60807219187,38193.61914
2021-06-19,2231.554315,260039646334,26204484921,423895,1037618,1380152,5372,45151,589,2748,59429779418,35881.11137
2021-06-20,2176.308536,253396709039,20456963375,432249,1043207,1382054,5183,41506,578,2645,58915551546,35581.64227
2021-06-21,2251.560559,261478202409,26235850447,473229,1189853,1385158,5183,41506,578,2645,55242159637,35787.07741
2021-06-22,1900.1223,223202708789,39499960408,511665,1274370,1389013,5183,41506,578,2645,50928402290,31711.93547
2021-06-23,1875.357694,216876757209,38755019937,506007,1184799,1390696,5183,41506,578,2645,51074056235,32507.73871
2021-06-24,1971.105978,229518675837,28098744045,517236,1191351,1392731,5183,41506,578,2645,52761047410,33702.61779
2021-06-25,1990.076151,231644258719,22447489242,503086,1210332,1394659,5183,41506,578,2645,52809047671,34675.44911
2021-06-26,1833.463161,213871849532,25981381067,483124,1135373,1396463,5183,41506,578,2645,51174234068,31943.13647
2021-06-27,1817.047666,209989265221,24249510321,489838,1087049,1397606,6106,43404,538,2697,51625349477,32023.9739
2021-06-28,1973.926865,229354016311,24316408028,695288,1386357,1399410,6106,43404,538,2697,53172438242,34607.29327
2021-06-29,2087.518724,243040539437,30629329806,580767,1248605,1401422,6106,43404,538,2697,54868951411,34556.84213
2021-06-30,2169.400068,253607549372,27149143847,513037,1195609,1403595,6106,43404,538,2697,56428249597,35968.99367
2021-07-01,2279.354161,265951575833,29046221906,519641,1196924,1405848,6106,43404,538,2697,56625937546,35171.4863
2021-07-02,2121.657901,247210647940,25874247678,496310,1168892,1408035,6106,43404,538,2697,55923656519,33677.56624
2021-07-03,2157.880585,250754468066,22869223901,456120,1110375,1409392,6106,43404,538,2697,56551275287,33950.78656
2021-07-04,2228.532399,259079167730,19954299563,458004,1092919,1411578,4414,38852,533,2660,58622355421,34729.89078
2021-07-05,2329.004751,271472550895,21119209513,480600,1133345,1413508,4414,38852,533,2660,59881906220,35394.21307
2021-07-06,2217.301853,258719784083,22592756940,484963,1337600,1415759,4414,38852,533,2660,59339109485,33928.13422
2021-07-07,2320.654929,270697947572,24748897614,494049,1277313,1417672,4414,38852,533,2660,61169512829,34149.98981
2021-07-08,2317.236943,270116728160,23352988377,487087,1247952,1419728,4414,38852,533,2660,61421472839,33932.25464
2021-07-09,2126.442467,248124573572,24133566101,496808,1210983,1421669,4414,38852,533,2660,59548071259,32933.5782
2021-07-10,2156.580957,251611015863,22262234450,443692,1124652,1422903,4414,38852,533,2660,59115055867,33971.29775
2021-07-11,2123.058597,247860822594,18091111748,441028,1091293,1424672,4310,36721,515,2624,59986460823,33704.53847
2021-07-12,2144.014257,250027222001,14249909363,459256,1179023,1426467,4310,36721,515,2624,59586418937,34299.93802
2021-07-13,2042.499187,238086643137,16403901754,463305,1170484,1427705,4310,36721,515,2624,58152925206,33262.65435
2021-07-14,1944.395017,227135827761,18210922218,471297,1206015,1429655,4310,36721,515,2624,57474313890,32676.3838
2021-07-15,1997.663314,232939479730,20007437043,488990,1243449,1432028,4310,36721,515,2624,57221756687,32878.50187
2021-07-16,1910.726952,223534356737,17978198760,469449,1182689,1434650,4310,36721,515,2624,56038801659,31726.03883
2021-07-17,1874.20025,218477848475,17448403934,460178,1151055,1436624,4310,36721,515,2624,55596952952,31399.65313
2021-07-18,1899.84275,221838551363,14920352990,439231,1156236,1438863,3991,32954,480,2557,56218315266,31588.67135
2021-07-19,1905.723383,222305469349,15355055466,477329,1182405,1440185,3991,32954,480,2557,55742321130,31919.39392
2021-07-20,1824.929392,214106247241,15768554506,480036,1178462,1442398,3991,32954,480,2557,54283621372,30928.21191
2021-07-21,1794.973425,209392844466,20634025155,490157,1180813,1444390,3991,32954,480,2557,54443924964,29971.90378
2021-07-22,2003.723921,233005814488,25849497421,495869,1185656,1445719,3991,32954,480,2557,57383561990,32383.78113
2021-07-23,2027.533448,236554595199,21655718476,506671,1186812,1448177,3991,32954,480,2557,57297745549,32409.49977
2021-07-24,2117.154608,247068794868,20760571836,519652,1213631,1449466,3991,32954,480,2557,58791325673,33455.55127
2021-07-25,2183.627415,255023351845,19333415460,467569,1115084,1450235,4097,35094,540,2616,59670054485,34213.59993
2021-07-26,2209.49936,258067996305,16557827419,519434,1243083,1451765,4097,35094,540,2616,60747695204,35456.12466
2021-07-27,2230.212068,261543645427,35197538271,624045,1301080,1453099,4097,35094,540,2616,61507194266,37281.91809
2021-07-28,2292.579637,267339757879,28862032738,593953,1280268,1454160,4097,35094,540,2616,62993630719,39076.59377
2021-07-29,2299.689406,268838784856,23171592870,530539,1245286,1455403,4097,35094,540,2616,62637138830,40031.19824
2021-07-30,2383.44326,278785893426,18266719971,526580,1227698,1457081,4097,35094,540,2616,64077226219,39977.75694
2021-07-31,2462.399983,287344044145,24040211451,520173,1196798,1457994,4097,35094,540,2616,65489080459,41936.26148
2021-08-01,2541.674599,297505707149,21579519281,507384,1176498,1459522,4748,37014,557,2573,66372329914,41754.1666
2021-08-02,2555.408179,297290528239,25689002090,550330,1245308,1460937,4748,37014,557,2573,66020871718,39914.82976
2021-08-03,2611.67307,306483554365,26664958252,499155,1201203,1462674,4748,37014,557,2573,66018947442,39278.76651
2021-08-04,2521.268475,294760000421,26304380467,500456,1208621,1465297,4748,37014,557,2573,65974752470,38368.35401
2021-08-05,2724.532243,319613239659,29356647318,459344,1141507,1471193,4748,37014,557,2573,68310398336,39751.58458
2021-08-06,2821.649693,330223699956,37970347684,488674,1197305,1474089,4748,37014,557,2573,70297376316,40825.38194
2021-08-07,2888.732274,337961452768,30876444992,476212,1183303,1477875,4748,37014,557,2573,72136813556,42802.13717
2021-08-08,3151.217517,368235028078,38870720439,488681,1168089,1481111,4737,38008,539,2642,74465400347,44647.5776
2021-08-09,3012.308559,352872000030,34209269717,473968,1201448,1483520,4737,38008,539,2642,73760081330,43753.21786
2021-08-10,3163.064655,363242219000,38510599667,478676,1194524,1485219,4737,38008,539,2642,75386653306,46311.0019
2021-08-11,3147.842995,368146417310,30456934757,480318,1217582,1487618,4737,38008,539,2642,75354295997,45639.51402
2021-08-12,3166.647218,371120421692,28540625894,481802,1178760,1490041,4737,38008,539,2642,75390533051,45652.06013
2021-08-13,3048.412682,356667351345,28111908834,472813,1180581,1493272,4737,38008,539,2642,75536926898,44495.20979
2021-08-14,3323.197991,387650495386,25989682659,459284,1145639,1495923,4737,38008,539,2642,78879923053,47717.27053
2021-08-15,3268.548177,383333523376,21723717068,450168,1107402,1497841,4457,36322,564,2776,78163480542,47088.85313
2021-08-16,3309.75491,387075388592,24412292891,501417,1237121,1500751,4457,36322,564,2776,78401504115,47025.00323
2021-08-17,3153.583684,369733082268,25922917846,490160,1234923,1503026,4457,36322,564,2776,76213894847,46031.75754
2021-08-18,3007.144027,354390048289,28303010381,474473,1183753,1504770,4457,36322,564,2776,74629736886,44534.45485
2021-08-19,3037.230251,357527359808,23192419119,522148,1242683,1507001,4457,36322,564,2776,75672326574,45015.46555
2021-08-20,3144.818437,360685430761,20590444717,517191,1249083,1509453,4457,36322,564,2776,77970584209,46745.03462
2021-08-21,3276.969837,383483277312,22079051285,486072,1176337,1511470,4457,36322,564,2776,80084476696,49195.8786
2021-08-22,3224.00046,378500212583,19339185909,465619,1173755,1513661,5095,42392,596,2815,79529541003,48933.68915
2021-08-23,3243.486358,380718215753,17023426890,490494,1235938,1515339,5095,42392,596,2815,80359755701,49250.54487
2021-08-24,3320.40917,389578100859,22119621925,472153,1235496,1518170,5095,42392,596,2815,80603091580,49518.57749
2021-08-25,3177.663796,373455291323,23531754576,451492,1173393,1520638,5095,42392,596,2815,78663984879,47940.60791
2021-08-26,3231.441452,378980836225,20438475652,448525,1163658,1523483,5095,42392,596,2815,78911142987,49002.70377
2021-08-27,3122.971797,367860898491,18755498274,437332,1108513,1525554,5095,42392,596,2815,78096815630,47229.07065
2021-08-28,3267.539435,383644799228,18470749435,457479,1121148,1528227,5095,42392,596,2815,80566676517,49083.10331
2021-08-29,3245.430222,380750077081,13957284070,442855,1132354,1530492,4999,44136,611,2890,80026666332,48936.53725
2021-08-30,3233.383152,378786220549,14110206249,465119,1187668,1532075,4999,44136,611,2890,79654399193,48907.27073
2021-08-31,3232.733863,378977088510,21741061739,503415,1194694,1534729,4999,44136,611,2890,80303909614,47124.25422
2021-09-01,3440.562336,403657783560,32201644523,508445,1213621,1538089,4999,44136,611,2890,83852654047,47335.4203
2021-09-02,3790.613996,444243407062,34465100678,520216,1250122,1541211,4999,44136,611,2890,88066967654,48823.05521
2021-09-03,3793.300743,444936758975,28115776510,470042,1186998,1543751,4999,44136,611,2890,88395351457,49338.78465
2021-09-04,3936.163392,462019852288,30463347266,477667,1177288,1545681,4999,44136,611,2890,89722862304,49934.52828
2021-09-05,3894.937512,456929768632,24002848309,454090,1126041,1548729,5076,38960,573,2788,90077796776,50013.02995
2021-09-06,3950.270345,463973074693,19760598542,481565,1196117,1551606,5076,38960,573,2788,91358736191,51696.20643
2021-09-07,3943.256785,463012228435,20190616166,517668,1286160,1554282,5076,38960,573,2788,88846929740,52739.80017
2021-09-08,3440.341757,404516339491,42541561062,480609,1167042,1557108,5076,38960,573,2788,82714904688,46995.16417
2021-09-09,3496.859023,413866162089,34175479498,484740,1206638,1559011,5076,38960,573,2788,82444351282,46085.02862
2021-09-10,3435.979933,403936419965,25796050344,521617,1232456,1561144,5076,38960,573,2788,81142259939,46518.94119
2021-09-11,3209.915696,376789025177,24111446202,582064,1240468,1562445,5076,38960,573,2788,78901404921,44802.6064
2021-09-12,3268.104162,383321475836,19742335705,522601,1201556,1564878,4757,46047,580,2907,79960838757,45196.48828
2021-09-13,3417.839367,402834673221,18149841767,581956,1258223,1567504,4757,46047,580,2907,81333423894,46195.2183
2021-09-14,3301.186777,387934440817,25897933726,530355,1219903,1570490,4757,46047,580,2907,80436524182,45139.83397
2021-09-15,3425.250873,402557959132,21080767348,523271,1198523,1573705,4757,46047,580,2907,84157393138,47135.432
2021-09-16,3595.962571,421477522820,18985547836,500256,1213210,1576749,4757,46047,580,2907,86279093761,48186.53276
2021-09-17,3573.307516,419510540251,22391476967,479086,1177594,1579897,4757,46047,580,2907,85480322392,47879.47344
2021-09-18,3412.177182,401297385415,19039612529,485714,1134475,1583016,4757,46047,580,2907,83762840299,47228.65822
2021-09-19,3427.584262,403306688200,16278153590,461047,1118134,1585344,4950,43572,582,2874,83833128443,48266.62707
2021-09-20,3335.884887,392513622186,14500103698,449431,1163099,1588642,4950,43572,582,2874,79964747021,47371.03933
2021-09-21,2977.322679,348966852278,28477674120,476073,1181734,1590936,4950,43572,582,2874,73790005966,42932.9466
2021-09-22,2744.111,322261202755,32062935710,485017,1163909,1594115,4950,43572,582,2874,73707366903,40386.62364
2021-09-23,3074.119761,359840797181,27084409011,487850,1182015,1596076,4950,43572,582,2874,78076913976,43587.22305
2021-09-24,3159.269866,371681653192,19536554032,456661,1142470,1598717,4950,43572,582,2874,78204845086,44980.89821
2021-09-25,2930.742706,349627373001,28504692816,464847,1112502,1601132,4950,43572,582,2874,75811502765,42752.16815
2021-09-26,2946.970846,347010586156,22533679024,424894,1078361,1603981,4840,41436,609,2990,76696599879,42856.85516
2021-09-27,3063.316345,359680654322,24916718281,445909,1124099,1606206,4840,41436,609,2990,77877714891,43336.86123
2021-09-28,2939.742283,346015184171,20890327694,442417,1098905,1608570,4840,41436,609,2990,75343329564,42247.35573
2021-09-29,2798.984417,330646942649,18975426962,453806,1126057,1611954,4840,41436,609,2990,74251087327,41010.3752
2021-09-30,2855.611731,335476370747,17522543132,449698,1104871,1614985,4840,41436,609,2990,75914669822,41587.66786
2021-10-01,3013.493232,355017980605,19400423829,523331,1195572,1617556,4840,41436,609,2990,78372797382,43859.32615
2021-10-02,3305.107041,388950236002,24368105704,466794,1107133,1620818,4840,41436,609,2990,82070802143,48181.87627
2021-10-03,3393.924249,399455864988,21335051735,469030,1121443,1623482,4344,40440,570,2899,83272104303,47777.76202
2021-10-04,3426.387081,403971441904,18130363406,438536,1112031,1627874,4344,40440,570,2899,83621927420,48282.97114
2021-10-05,3390.310408,400955543856,19898468513,509491,1224673,1632391,4344,40440,570,2899,84207900327,49260.23232
2021-10-06,3520.342257,415494260965,19024921944,614860,1326896,1637352,4344,40440,570,2899,85460901852,51668.99422
2021-10-07,3592.17613,423560000564,24709364134,584014,1331060,1641560,4344,40440,570,2899,86639452036,55415.00574
2021-10-08,3594.918358,423610266230,21186801825,550549,1276873,1648350,4344,40440,570,2899,85965883507,53894.59599
2021-10-09,3558.549577,419918377735,18144469094,531842,1183870,1651917,4344,40440,570,2899,85509477342,54010.93747
2021-10-10,3588.080922,421836191767,13815631715,482923,1129198,1657165,4361,43612,615,3016,85825607883,55125.46034
2021-10-11,3431.019307,404765054558,18106607784,493755,1173770,1661841,4361,43612,615,3016,83876912772,54711.8696
2021-10-12,3537.840087,415159189479,20424407323,497604,1193125,1666071,4361,43612,615,3016,85644566823,57572.51086
2021-10-13,3498.105292,412579624207,20207646949,482167,1180637,1669271,4361,43612,615,3016,85363084009,56335.03546
2021-10-14,3605.650334,425077639327,18300885350,508099,1216178,1674333,4361,43612,615,3016,87761372613,57487.98588
2021-10-15,3794.516888,447060207235,21679175673,518428,1285799,1678619,4361,43612,615,3016,90612010629,57452.43179
2021-10-16,3885.641765,457796523350,23144188055,531898,1173031,1682547,4361,43612,615,3016,92700284285,61809.02394
2021-10-17,3854.498461,453064999520,18154520780,505901,1135768,1686336,3708,38493,528,2897,92659229331,61165.63564
2021-10-18,3854.223687,453191180361,17263171427,523528,1187204,1687291,3708,38493,528,2897,93158160049,61583.77444
2021-10-19,3752.618727,443346920005,18931081929,543369,1233572,1692082,3708,38493,528,2897,91684378905,62017.97273
2021-10-20,3884.587295,457653555321,17449609318,571140,1250270,1697092,3708,38493,528,2897,93707499983,64517.64856
2021-10-21,4170.107933,491589810670,21926381355,569858,1265998,1702787,3708,38493,528,2897,99755734043,66237.51755
2021-10-22,4074.860158,481528471021,50122173541,550660,1246580,1707001,3708,38493,528,2897,97886947199,62541.08693
2021-10-23,3990.711976,471642481175,21674013295,567137,1226548,1710947,3708,38493,528,2897,96459847672,61029.27093
2021-10-24,4179.442298,493125402509,16499701301,554100,1252329,1714107,3917,41782,567,2945,99598408574,61572.14043
2021-10-25,4094.938993,482164548780,16494229912,556983,1289331,1719113,3917,41782,567,2945,98607910607,61173.16639
2021-10-26,4230.208372,499491060520,17031857290,575263,1333661,1724205,3917,41782,567,2945,100818445947,63228.21383
2021-10-27,4152.570289,489450382753,18925943956,577486,1353486,1728132,3917,41782,567,2945,99478996232,60604.18889
2021-10-28,3944.090862,466683206492,28770879596,660034,1497823,1734889,3917,41782,567,2945,95877147014,58641.00147
2021-10-29,4288.097219,505970778337,29989860066,673947,1444707,1739001,3917,41782,567,2945,100951724828,60767.55585
2021-10-30,4422.940536,521746545884,25462638680,627378,1367134,1744585,3917,41782,567,2945,98480280208,62283.19806
2021-10-31,4324.609926,511066583044,15937401969,585990,1293363,1750819,4435,44707,563,2872,96352726680,61837.257
2021-11-01,4292.040472,507889381627,18516249996,614151,1330193,1758258,4435,44707,563,2872,96406531029,61471.86846
2021-11-02,4330.553152,511441678721,19235929520,635669,1384383,1764485,4435,44707,563,2872,97701844418,61121.8312
2021-11-03,4596.593091,539884557845,22135519615,658466,1405582,1772166,4435,44707,563,2872,103776163200,63247.20896
2021-11-04,4607.699273,543311992234,22744538221,622158,1341586,1780090,4435,44707,563,2872,104504607391,63130.94235
2021-11-05,4550.014435,534623910068,19583405367,602132,1329913,1784767,4435,44707,563,2872,104165824579,61601.74357
2021-11-06,4494.802761,531116824618,16182205113,575873,1246009,1790721,4435,44707,563,2872,103564528412,61247.38494
2021-11-07,4527.104154,534139628778,17697965751,591133,1268152,1795298,4727,46748,611,3030,104647528560,61661.35866
2021-11-08,4626.629288,546469946549,14665949273,613810,1319142,1803948,4727,46748,611,3030,107279853324,63153.23019
2021-11-09,4815.004634,571665766496,21226347241,581087,1325077,1811856,4727,46748,611,3030,110279826026,67617.01554
2021-11-10,4742.080911,560964266379,20669583046,630566,1379726,1817405,4727,46748,611,3030,109489645371,67145.37494
2021-11-11,4641.528765,548699344221,25152889712,612323,1337336,1822512,4727,46748,611,3030,106989484285,65061.05441
2021-11-12,4732.92445,560226056359,19048319256,607376,1335568,1827554,4727,46748,611,3030,108323629301,65005.64516
2021-11-13,4685.106356,552938385234,20883749032,607256,1291435,1832401,4727,46748,611,3030,107549267475,64432.04795
2021-11-14,4666.498498,551228905630,13954188614,600683,1266773,1837272,4905,44549,639,3080,108037529278,64660.33535
2021-11-15,4652.947394,546963335749,13927559433,559006,1279714,1841527,4905,44549,639,3080,108168000830,65648.97779
2021-11-16,4583.211419,541673876615,17939105213,564419,1300101,1846488,4905,44549,639,3080,106061755769,63933.83544
2021-11-17,4243.352907,501391963928,30162258591,645287,1343638,1850509,4905,44549,639,3080,101158436465,60448.56251
2021-11-18,4302.804959,507387229349,23532734479,546942,1274542,1855443,4905,44549,639,3080,103224476240,60603.65587
