,time,close,volume,friction_up,friction_down
58,2023-01-19 12:04:00,20893.06,0.001317,1390995.21435801,1083751.81442695
59,2023-01-19 12:05:00,20905.7,0.0525,1591201.0429713097,1074675.94412104
60,2023-01-19 12:06:00,20915.92,0.218987,1704008.9405954198,1081087.21143404
61,2023-01-19 12:07:00,20907.12,0.581298,1500738.56497634,1315267.18077907
62,2023-01-19 12:08:00,20893.97,0.427921,1372925.97984857,1306919.9114080898
63,2023-01-19 12:09:00,20894.25,0.409988,1509747.08391433,1333412.2014964798
64,2023-01-19 12:10:00,20906.03,0.691722,1636575.2228807898,1297375.19870493
65,2023-01-19 12:11:00,20905.69,0.06019,1604275.62762556,1334824.86705133
66,2023-01-19 12:12:00,20913.23,0.15561,1675948.50338827,1235753.05840293
67,2023-01-19 12:13:00,20916.84,0.083501,1687647.27064266,1270530.49641666
68,2023-01-19 12:14:00,20911.24,0.396692,1687849.8305679897,1306301.8587106
69,2023-01-19 12:15:00,20918.33,0.353084,1677144.62418201,1284492.9005778201
70,2023-01-19 12:16:00,20930.19,0.386808,1811532.3814451506,1045209.9264365899
71,2023-01-19 12:17:00,20939.42,0.252902,1734035.3169846705,1042069.6879168402
72,2023-01-19 12:18:00,20927.03,0.11554,1513955.8659475807,1123161.26264141
73,2023-01-19 12:19:00,20934.89,0.286328,1554024.2576532308,1088676.2254281803
74,2023-01-19 12:20:00,20917.03,0.197254,1393426.8267782303,1274162.62093362
75,2023-01-19 12:21:00,20913.31,0.562358,1309423.0697022302,1335541.4465360602
76,2023-01-19 12:22:00,20911.26,0.041315,1582052.3994787198,1312531.9161355598
77,2023-01-19 12:23:00,20902.67,0.071663,1553828.72807689,1337936.0792518298
78,2023-01-19 12:24:00,20886.53,0.727028,1184317.3974956,1478943.6680440195
79,2023-01-19 12:25:00,20897.28,0.877173,1512781.3650402,1551817.5341882294
80,2023-01-19 12:26:00,20893.67,0.061981,1364865.1655527097,1564882.0839930398
81,2023-01-19 12:27:00,20893.67,0.0,1382519.89821304,1582722.4611881298
82,2023-01-19 12:28:00,20907.37,0.050319,1582971.1073204097,1324308.64546644
83,2023-01-19 12:29:00,20893.95,0.041367,1361165.23738849,1583020.38617918
84,2023-01-19 12:30:00,20899.27,0.0601,1545148.5120029,1560344.5851880999
85,2023-01-19 12:31:00,20880.64,0.924181,1172987.26961457,1447944.3547198498
86,2023-01-19 12:32:00,20890.39,0.189742,1265929.85702426,1292613.6689235198
87,2023-01-19 12:33:00,20886.3,0.039801,1308796.57280456,1320288.5162228397
88,2023-01-19 12:34:00,20886.3,0.0,1283172.9630313101,1323422.9991688097
89,2023-01-19 12:35:00,20888.65,0.045944,1302671.07511151,1289475.1422376996
90,2023-01-19 12:36:00,20893.97,0.70452,1448197.69829801,1295597.0068139997
91,2023-01-19 12:37:00,20901.92,0.00288,1658995.89462237,1199168.9171790297
92,2023-01-19 12:38:00,20887.83,0.020188,1253491.4020720997,1295743.3442188096
93,2023-01-19 12:39:00,20881.54,0.0199,1207889.2335357799,1512681.6829174093
94,2023-01-19 12:40:00,20877.71,0.187799,1269842.01803799,1388037.2475784894
95,2023-01-19 12:41:00,20877.54,0.524667,1299545.6786879099,1375376.5438879095
96,2023-01-19 12:42:00,20880.28,0.270918,1247295.3820037202,1306821.3224559797
97,2023-01-19 12:43:00,20871.15,0.205855,1266027.7864152798,1381775.0763914895
98,2023-01-19 12:44:00,20868.34,0.195353,1281889.3599488,1374488.9861286895
99,2023-01-19 12:45:00,20882.29,0.23734,1314870.0305921598,1258981.9524429399
100,2023-01-19 12:46:00,20882.29,0.0,1333631.3956589599,1291501.1579591099
101,2023-01-19 12:47:00,20868.9,0.554492,1300813.95384065,1408360.6957852098
102,2023-01-19 12:48:00,20868.9,0.0,1312596.1949430201,1401971.4354073599
103,2023-01-19 12:49:00,20871.29,0.001829,1247831.75140811,1341540.64169704
104,2023-01-19 12:50:00,20872.07,0.23313,1344203.9773634898,1399644.04748092
105,2023-01-19 12:51:00,20862.1,0.060018,1303678.64587499,1405486.2991465302
106,2023-01-19 12:52:00,20816.99,5.452976,979033.7171622297,1274151.15204478
107,2023-01-19 12:53:00,20808.88,0.486415,926219.8381268299,981988.2836267198
108,2023-01-19 12:54:00,20820.69,0.388663,1208775.50909348,956389.7408780402
109,2023-01-19 12:55:00,20816.24,0.004804,959724.28854875,1244264.9075184201
110,2023-01-19 12:56:00,20830.47,0.28573,1403767.0284976198,1014876.8752285903
111,2023-01-19 12:57:00,20842.26,0.264131,1417859.6645098398,995198.8208497502
112,2023-01-19 12:58:00,20836.15,0.066061,1412345.28470789,1036162.9454184102
113,2023-01-19 12:59:00,20846.76,0.141626,1517473.54912289,1087640.1384503397
114,2023-01-19 13:00:00,20838.84,1.00618,1384706.8140132,1033444.0973947204
115,2023-01-19 13:01:00,20847.76,0.885392,1453239.2142761499,1102576.8381421901
116,2023-01-19 13:02:00,20846.07,0.105674,1481992.1965790498,1087080.0546507996
117,2023-01-19 13:03:00,20887.14,0.534616,1488247.00503764,1012095.48147525
118,2023-01-19 13:04:00,20866.91,0.747539,1395727.0172112798,1139931.82166478
119,2023-01-19 13:05:00,20869.46,0.739222,1407237.10152016,1086697.3923300798
120,2023-01-19 13:06:00,20859.97,0.28742,1344078.2609311298,1082676.54353725
121,2023-01-19 13:07:00,20861.97,0.327893,1465227.05496439,1046262.5468791301
122,2023-01-19 13:08:00,20864.5,0.594091,1518950.30157909,1175908.02736403
123,2023-01-19 13:09:00,20861.84,0.021254,1356198.4266791,1076468.9891808701
124,2023-01-19 13:10:00,20867.13,0.191301,1502092.2080760202,1086070.590072
125,2023-01-19 13:11:00,20853.94,0.224885,1172947.7211710997,1257858.09775958
126,2023-01-19 13:12:00,20863.57,0.431604,1486494.9191374702,1070488.80020827
127,2023-01-19 13:13:00,20863.57,0.0,1484124.6644055701,1155735.0480821903
128,2023-01-19 13:14:00,20863.57,0.0,1471413.11516334,1139742.13558737
129,2023-01-19 13:15:00,20858.81,1.029201,1259688.22338401,1071921.77388496
130,2023-01-19 13:16:00,20853.62,0.226082,1280561.33091232,1275145.71793455
131,2023-01-19 13:17:00,20862.23,0.31404,1507242.83115345,1087278.90685651
132,2023-01-19 13:18:00,20868.74,0.774132,1578130.7470010098,1146687.71730464
133,2023-01-19 13:19:00,20883.7,0.766878,1592852.6324220498,990346.3750972198
134,2023-01-19 13:20:00,20886.79,0.474172,1563501.50158399,983054.8185391898
135,2023-01-19 13:21:00,20900.71,1.307904,1628284.5691115302,986682.6387108698
136,2023-01-19 13:22:00,20907.24,0.158083,1628610.38150304,1013174.7045750599
137,2023-01-19 13:23:00,20894.41,0.0,1394138.4192628497,1212417.0957216797
138,2023-01-19 13:24:00,20898.07,0.002312,1353774.79716618,1016859.2182179098
139,2023-01-19 13:25:00,20884.46,0.253766,1243685.3411881598,1235716.74415664
140,2023-01-19 13:26:00,20874.94,0.436428,1200107.56991899,1291149.5777960396
141,2023-01-19 13:27:00,20876.04,0.300133,1345534.7698626898,1261731.6611616097
142,2023-01-19 13:28:00,20885.33,0.051074,1290758.34554655,1255252.96024815
143,2023-01-19 13:29:00,20882.29,0.0287,1335989.1429488196,1256808.15612345
144,2023-01-19 13:30:00,20886.49,2.841659,1324578.4637766997,1268237.91801386
145,2023-01-19 13:31:00,20898.89,0.45814,1373330.98006495,1019003.7902171399
146,2023-01-19 13:32:00,20904.03,0.420254,1564808.10801469,1024770.0512781998
147,2023-01-19 13:33:00,20900.5,0.171,1522301.8291883,1031884.60500973
148,2023-01-19 13:34:00,20891.34,0.435619,1142928.00763826,1187767.0738507197
149,2023-01-19 13:35:00,20895.89,0.579117,1230554.2081825703,1272359.79141919
150,2023-01-19 13:36:00,20905.83,0.358834,1572096.37840511,1050761.23324323
151,2023-01-19 13:37:00,20913.49,0.389329,1368152.47141044,1034152.8900143099
152,2023-01-19 13:38:00,20923.84,1.896091,1762183.29450348,1014092.17043384
153,2023-01-19 13:39:00,20930.21,1.997871,1775826.84269043,1254878.4110914601
154,2023-01-19 13:40:00,20946.76,11.098152,1512620.09772674,1074697.3711501898
155,2023-01-19 13:41:00,20942.53,0.341048,1462961.4119299399,1128101.74865794
156,2023-01-19 13:42:00,20922.83,0.394771,1259964.62706771,1269079.8915487702
157,2023-01-19 13:43:00,20935.77,0.808062,1268292.6402909004,1139020.3082028201
158,2023-01-19 13:44:00,20941.4,0.270562,1435427.40834312,1013090.4618794399
159,2023-01-19 13:45:00,20947.21,1.03041,1602742.5063802002,1018461.0158717898
160,2023-01-19 13:46:00,20952.79,0.4455,1344312.74328242,1045939.6913097197
161,2023-01-19 13:47:00,20963.32,0.51931,1307417.48388966,995679.8108334899
162,2023-01-19 13:48:00,20989.18,1.179042,1539951.6874065401,1071623.9696714699
163,2023-01-19 13:49:00,20986.54,0.428083,1540076.80010863,1084716.0234217402
164,2023-01-19 13:50:00,20966.79,1.7086,1112519.25782308,1453254.5639646198
165,2023-01-19 13:51:00,20965.49,0.74922,1148037.0714455303,1424284.17126351
166,2023-01-19 13:52:00,20960.68,0.055827,1141729.93654824,1441706.7979779602
167,2023-01-19 13:53:00,20968.32,0.91815,1171081.55505014,1447543.67661908
168,2023-01-19 13:54:00,20968.12,0.025045,1150816.7458825302,1525615.1352206
169,2023-01-19 13:55:00,20960.25,0.512891,1156215.46441976,1411500.155783
170,2023-01-19 13:56:00,20967.76,0.278058,1160834.88367499,1474583.76352191
171,2023-01-19 13:57:00,20979.55,0.038542,1300584.34826614,1093543.6021160702
172,2023-01-19 13:58:00,20980.51,0.088047,1311022.98752283,1097997.35282981
173,2023-01-19 13:59:00,20975.51,0.397706,1296490.04584235,1401908.9912870603
174,2023-01-19 14:00:00,20978.49,0.9598,1315762.3181469499,1122498.4067065902
175,2023-01-19 14:01:00,20972.92,0.212722,1393357.7668384502,1352372.8973723499
176,2023-01-19 14:02:00,20961.39,0.64934,1164967.1261442602,1500052.8255033998
177,2023-01-19 14:03:00,20959.33,0.241054,1164446.6721665598,1493501.5787589897
178,2023-01-19 14:04:00,20968.85,0.282892,1162650.67048717,1551278.9594436898
179,2023-01-19 14:05:00,20953.53,0.658284,1159937.0986828702,1569930.1224837697
180,2023-01-19 14:06:00,20953.99,1.159075,1182482.99229516,1544113.2528712896
181,2023-01-19 14:07:00,20959.39,0.16301,1214297.04870737,1549444.6446260698
182,2023-01-19 14:08:00,20965.19,0.184666,1222153.4519425,1478820.0054215298
183,2023-01-19 14:09:00,20976.04,0.176054,1411185.1717953302,1328934.3104363997
184,2023-01-19 14:10:00,20977.8,0.066281,1460766.0429409205,1144295.3917622801
185,2023-01-19 14:11:00,20992.17,0.444389,1554249.77636778,1244261.3580641001
186,2023-01-19 14:12:00,21001.35,0.393121,1562679.4260683903,1197798.4161592203
187,2023-01-19 14:13:00,21005.97,0.280312,1643338.3772587401,1172436.5674705706
188,2023-01-19 14:14:00,21024.91,1.525372,1747444.6981107104,976120.18060471
189,2023-01-19 14:15:00,21032.17,1.502826,1563667.4401260798,1056697.3295575897
190,2023-01-19 14:16:00,21047.9,1.27179,1684042.0676317303,1025541.7521268799
191,2023-01-19 14:17:00,21008.53,1.00233,1174242.5969276899,1308095.6980245598
192,2023-01-19 14:18:00,21030.82,0.704584,1568403.44728832,1069261.9696584798
193,2023-01-19 14:19:00,21036.51,0.060068,1696720.81476761,1027905.0063888399
194,2023-01-19 14:20:00,21028.92,0.628376,1570118.32498276,1090243.9812409498
195,2023-01-19 14:21:00,21053.02,1.299935,1230596.2708576103,1250562.12537751
196,2023-01-19 14:22:00,21059.29,1.283013,1414562.7850369702,987316.5343374999
197,2023-01-19 14:23:00,21077.87,2.61284,1577090.59442324,1071460.9585273
198,2023-01-19 14:24:00,21091.32,0.252995,1753441.1215543,1155136.32025712
199,2023-01-19 14:25:00,21084.84,0.787083,1387018.4053177699,1091078.62157555
200,2023-01-19 14:26:00,21095.71,0.14086,1758915.45748565,1042031.3591470299
201,2023-01-19 14:27:00,21096.0,7.363194,1398230.5355132197,1259015.8949126198
202,2023-01-19 14:28:00,21096.51,0.284975,1343227.93617891,1295262.3723996899
203,2023-01-19 14:29:00,21079.36,0.42075,1215389.7707187699,1296396.38662057
204,2023-01-19 14:30:00,21088.27,0.87791,1512772.90631173,1399683.5131329997
205,2023-01-19 14:31:00,21085.78,0.246243,1368401.2934907,1339420.40758248
206,2023-01-19 14:32:00,21103.42,3.509581,1438240.2808363303,1066214.1383929697
207,2023-01-19 14:33:00,21098.99,0.022345,1320077.6943937398,1072994.5996957703
208,2023-01-19 14:34:00,21109.34,0.14601,1509766.54961406,1053456.3538801097
209,2023-01-19 14:35:00,21085.31,0.093628,1241949.4748385,1316178.0004085999
210,2023-01-19 14:36:00,21088.34,0.217374,1294219.3627950298,1350227.5859326601
211,2023-01-19 14:37:00,21085.9,0.176597,1269157.19917793,1393856.89376956
212,2023-01-19 14:38:00,21096.18,0.284468,1362382.3937204303,1279822.72246709
213,2023-01-19 14:39:00,21076.13,0.11517,1049342.0603658499,1441952.1427991097
214,2023-01-19 14:40:00,21066.63,2.538382,1130249.9600807398,1050204.40234831
215,2023-01-19 14:41:00,21064.48,0.636077,1210715.22256265,1075963.4551104098
216,2023-01-19 14:42:00,21069.92,0.854088,1436817.51559581,1031637.0509873002
217,2023-01-19 14:43:00,21080.6,0.1664,1415352.1758147604,979240.66966191
218,2023-01-19 14:44:00,21074.2,0.0013,1298506.75159305,999064.6616843801
219,2023-01-19 14:45:00,21100.0,0.183269,1616666.5022927201,1059248.2383646902
220,2023-01-19 14:46:00,21123.65,0.635769,1638051.92989901,1012238.18513464
221,2023-01-19 14:47:00,21117.51,0.639226,1583779.1567244697,1291524.1147704902
222,2023-01-19 14:48:00,21124.43,0.19975,1564475.90561837,1387925.3093573397
223,2023-01-19 14:49:00,21103.2,0.80568,1186903.7604161,1400537.3851998101
224,2023-01-19 14:50:00,21098.26,0.261538,1269272.7568330497,1322565.64975476
225,2023-01-19 14:51:00,21101.87,0.415998,1332042.0227761497,1291383.20972633
226,2023-01-19 14:52:00,21097.95,0.184803,1299530.57001211,1341602.38781164
227,2023-01-19 14:53:00,21106.89,0.506621,1327470.42182985,1271215.6868731806
228,2023-01-19 14:54:00,21093.8,0.519346,1195242.54604057,1301195.7936716704
229,2023-01-19 14:55:00,21096.95,1.050423,1311074.4468719,1141527.0185547303
230,2023-01-19 14:56:00,21108.72,1.200486,1348667.9838797096,1088219.5910813503
231,2023-01-19 14:57:00,21111.43,0.021108,1554466.9462325303,1107097.7833032103
232,2023-01-19 14:58:00,21106.9,1.515767,1195754.3407784302,1089425.81273964
233,2023-01-19 14:59:00,21098.41,1.435744,1174425.4762493798,1127282.8790053201
234,2023-01-19 15:00:00,21114.01,0.68315,1644956.6657710397,1085804.66572034
235,2023-01-19 15:01:00,21114.77,1.038113,1649390.3734887799,1098620.38128859
236,2023-01-19 15:02:00,21114.24,0.908102,1560619.0687659397,1098391.0920366102
237,2023-01-19 15:03:00,21133.66,0.20003,1507155.5045679698,1124907.74672412
238,2023-01-19 15:04:00,21150.77,1.234197,1865283.54553693,1057143.35237262
239,2023-01-19 15:05:00,21130.0,1.682865,1514491.5558140797,1309616.8062371
240,2023-01-19 15:06:00,21109.97,1.016662,1225598.1255327999,1302025.20973923
241,2023-01-19 15:07:00,21131.2,1.034957,1466282.77897509,1306168.1515644102
242,2023-01-19 15:08:00,21142.58,0.141026,1776788.4924536196,1033977.78559017
243,2023-01-19 15:09:00,21135.23,0.193508,1480085.44733462,1219175.3683901604
244,2023-01-19 15:10:00,21143.29,0.35641,1764589.4273495297,1097636.8506165997
245,2023-01-19 15:11:00,21132.03,0.02,1476203.86600029,1128057.2958044298
246,2023-01-19 15:12:00,21138.26,0.789589,1762858.7640913199,1202186.8641096796
247,2023-01-19 15:13:00,21139.99,0.061122,1725745.61416351,1113486.1634291098
248,2023-01-19 15:14:00,21140.09,0.081088,1711249.30293172,1137171.4944734199
249,2023-01-19 15:15:00,21148.05,0.914892,1765635.6915858,1109577.2372822198
250,2023-01-19 15:16:00,21148.57,0.258984,1759119.5322265795,1080586.70028458
251,2023-01-19 15:17:00,21143.48,0.77033,1725288.0280758599,1132268.2655640899
252,2023-01-19 15:18:00,21143.54,0.0998,1762646.8661161803,1141595.5162166003
253,2023-01-19 15:19:00,21150.46,0.430378,974489.7022224497,1048394.1706568402
254,2023-01-19 15:20:00,21165.59,0.162857,1201331.7099864697,1285271.52408286
255,2023-01-19 15:21:00,21139.27,0.346914,952443.0192644898,1415348.0159678697
256,2023-01-19 15:22:00,21147.3,0.111751,1108405.3152906697,1368983.8327330798
257,2023-01-19 15:23:00,21152.4,0.055644,1348156.9340311796,1344840.0504442602
258,2023-01-19 15:24:00,21159.36,0.112836,1361999.7353297393,1361963.45305743
259,2023-01-19 15:25:00,21147.9,0.001292,1086112.9112855599,1309959.1908614999
260,2023-01-19 15:26:00,21159.37,0.038614,1338970.1012966298,1328413.6212224902
261,2023-01-19 15:27:00,21165.13,0.956065,1161229.70244264,1324790.6049552602
262,2023-01-19 15:28:00,21167.47,0.14928,1145251.74222163,1344281.6035089
263,2023-01-19 15:29:00,21154.14,0.92309,1111613.5823835698,1360095.5982696002
264,2023-01-19 15:30:00,21142.08,0.235544,992107.8795826598,1318426.76349265
265,2023-01-19 15:31:00,21114.84,2.940422,1111637.42438525,1338492.90062564
266,2023-01-19 15:32:00,21109.39,0.011253,1028761.51374034,1328342.0647971102
267,2023-01-19 15:33:00,21094.85,1.245912,1027412.1805651898,1110557.9139929397
268,2023-01-19 15:34:00,21118.11,0.93952,1308374.5667040898,1068158.9747298397
269,2023-01-19 15:35:00,21119.68,0.179926,1318353.86518299,1052779.5221940097
270,2023-01-19 15:36:00,21118.91,0.266314,1331620.05428073,1055055.0715426197
271,2023-01-19 15:37:00,21097.74,0.041095,1054599.2559622298,1103830.68358983
272,2023-01-19 15:38:00,21105.36,0.110236,1040421.1230080898,1094654.1233992898
273,2023-01-19 15:39:00,21092.8,0.163375,1053485.97228742,1384952.00680372
274,2023-01-19 15:40:00,21101.57,0.25066,1026790.56343138,1185730.4198090301
275,2023-01-19 15:41:00,21095.41,0.522807,1039441.2376441899,1140756.95815683
276,2023-01-19 15:42:00,21095.16,0.230971,1030169.5561699098,1158635.9298908
277,2023-01-19 15:43:00,21042.47,4.404429,863541.67912796,1199855.9542914599
278,2023-01-19 15:44:00,21068.65,0.145,952730.51191345,1078061.18716795
279,2023-01-19 15:45:00,21089.08,0.185676,1431956.46285304,1033323.62516544
280,2023-01-19 15:46:00,21084.59,0.004345,1309530.9552157403,1262056.0838147297
281,2023-01-19 15:47:00,21078.51,0.0,1321490.0533005001,1262076.2806228702
282,2023-01-19 15:48:00,21098.07,0.001164,1443532.1913473704,1032072.4702953799
283,2023-01-19 15:49:00,21095.0,0.002294,1362843.1037195204,1034794.9392618499
284,2023-01-19 15:50:00,21095.23,0.215685,1397297.5934290902,1048150.04737194
285,2023-01-19 15:51:00,21087.04,0.002,1479941.5506255003,1270298.0839449097
286,2023-01-19 15:52:00,21098.07,0.02009,1394093.1421373303,1048399.7425117498
287,2023-01-19 15:53:00,21093.08,0.254858,1500039.6488229502,1054130.1762686
288,2023-01-19 15:54:00,21097.1,0.05991,1407553.8989289503,1075354.0730396104
289,2023-01-19 15:55:00,21097.04,0.261254,1373948.34292428,1059596.2081773803
290,2023-01-19 15:56:00,21100.06,0.82653,1435134.2638875903,1048498.4265893099
291,2023-01-19 15:57:00,21095.19,0.021153,1411059.25714333,1061538.1221638601
292,2023-01-19 15:58:00,21093.73,0.0,1384439.2048690603,1082908.5294761602
293,2023-01-19 15:59:00,21109.03,0.146292,1398491.1888077601,1071521.9612955002
294,2023-01-19 16:00:00,21104.07,1.077287,894063.1787684299,980456.0088199199
295,2023-01-19 16:01:00,21089.36,0.370332,914948.4679960797,1119428.0443981597
296,2023-01-19 16:02:00,21086.32,0.146931,1071255.57337973,1295554.5101719194
297,2023-01-19 16:03:00,21086.32,0.146931,1071255.57337973,1295554.5101719194
298,2023-01-19 16:04:00,21086.32,0.146931,1071255.57337973,1295554.5101719194
299,2023-01-19 16:05:00,21055.83,0.069548,1040001.8543807997,1428106.78263102
300,2023-01-19 16:06:00,21052.68,0.0,1035867.9698934199,1441713.35206577
301,2023-01-19 16:07:00,21059.16,0.288921,1056812.17420513,1454316.3813258603
302,2023-01-19 16:08:00,21059.16,0.288921,1056812.17420513,1454316.3813258603
303,2023-01-19 16:09:00,21059.16,0.288921,1056812.17420513,1454316.3813258603
304,2023-01-19 16:10:00,21059.16,0.288921,1056812.17420513,1454316.3813258603
305,2023-01-19 16:11:00,21059.16,0.288921,1056812.17420513,1454316.3813258603
306,2023-01-19 16:12:00,21059.16,0.288921,1056812.17420513,1454316.3813258603
307,2023-01-19 16:13:00,21028.85,0.0,1128565.86744892,1300270.22153179
308,2023-01-19 16:14:00,21023.23,0.02007,987764.9319889098,1287999.1319478902
309,2023-01-19 16:15:00,21032.87,0.052276,1363956.2437058997,1216866.7543709602
310,2023-01-19 16:16:00,21037.15,0.26007,1269182.02029476,1308411.3037777503
311,2023-01-19 16:18:00,21030.12,0.001296,1261852.0027453897,1321580.7820313904
312,2023-01-19 16:19:00,21030.12,0.0,1254861.77927346,1297606.40500635
313,2023-01-19 16:20:00,21027.91,0.270276,1273153.62601063,1248148.5228151903
314,2023-01-19 16:21:00,21026.9,0.0,1254127.68041772,1324459.4925443106
315,2023-01-19 16:22:00,21025.28,0.0,1235963.4440606697,1308793.84261007
316,2023-01-19 16:23:00,21044.61,0.0,1247810.48510332,1322569.9017072602
317,2023-01-19 16:24:00,21035.17,0.002714,1237515.78112589,1308532.95041832
318,2023-01-19 16:25:00,21043.75,0.134998,1238499.75213149,1332962.2388647203
319,2023-01-19 16:26:00,21054.34,0.010917,1294525.82085959,1109906.35756593
320,2023-01-19 16:27:00,21034.75,0.0,1225763.5343768802,1371691.0687648498
321,2023-01-19 16:28:00,21052.16,0.0,1332271.11286407,1084253.3686791202
322,2023-01-19 16:29:00,21047.93,0.0,1308330.58288611,1329447.4267083702
323,2023-01-19 16:30:00,21047.93,0.0,1295728.99963609,1350944.7119688
324,2023-01-19 16:31:00,21045.77,0.0,1259060.6499562599,1323344.7327501704
325,2023-01-19 16:32:00,21035.24,0.0,1242821.8829844303,1325500.98247581
326,2023-01-19 16:33:00,21035.24,0.0,1240435.5360153902,1333348.9497058203
327,2023-01-19 16:34:00,21037.53,0.0,1327090.57481456,1354651.3755598802
328,2023-01-19 16:35:00,21039.93,0.0,1264690.1277863502,1356729.89897582
329,2023-01-19 16:36:00,21041.51,0.043545,1261721.7546481101,1361292.14262538
330,2023-01-19 16:37:00,21043.19,0.0,1336907.2338251998,1327588.9434212402
331,2023-01-19 16:38:00,21035.52,0.16356,1342264.13056409,1355679.44539802
